# BEAST v10.5.0-beta5 Prerelease #1d511b10c2
# Generated Thu Jan 23 14:55:12 CET 2025 [seed=1737640490054]
# -window -working -options
state	joint	prior	likelihood	rootHeight	age(root)	treeLength	tmrca(untitled0)	age(untitled0)	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
42000	-3834.057444457545	-141.60050404089156	-3692.4569404166537	98.94843516824155	1924.799510037238	725.1868219137901	98.94843516824155	1924.799510037238	147.5916960507384	4.450333069887526	0.25974372883117786	0.22572311246304513	0.2908495884407731	0.22368357026500438	0.0015381425708591867	0.0015381425708591862	-3692.4569404166537	0.0	-133.47229875651453
43000	-3852.5007182153972	-159.92858404556713	-3692.57213416983	190.8579394997916	1832.8900057056878	1499.863726918408	190.8579394997916	1832.8900057056878	396.8266299204483	4.736241742245868	0.2609301636975492	0.24083022963441142	0.29633366885472406	0.20190593781331576	7.606783257581054E-4	7.606783257581056E-4	-3692.57213416983	0.0	-151.1698695580889
44000	-3862.6612022859945	-159.82776931736427	-3702.8334329686304	194.24219293721092	1829.5057522682687	1511.7293394636727	194.24219293721092	1829.5057522682687	370.01308540829086	5.312184305190482	0.2455021228699099	0.23335294665507278	0.3063514069477773	0.21479352352724046	6.838570027842237E-4	6.838570027842235E-4	-3702.8334329686304	0.0	-151.17028369277824
45000	-3841.854175449071	-149.03953618633386	-3692.8146392627373	124.83060769004251	1898.9173375154369	969.9020017814431	124.83060769004251	1898.9173375154369	226.4304995917349	5.192624691215172	0.24230648143119982	0.22780574181274169	0.31723714332765873	0.2126506334284002	0.0011532573318484179	0.001153257331848418	-3692.8146392627373	0.0	-140.48065596235722
46000	-3847.33403090012	-145.30564199821475	-3702.028388901905	103.48814986759781	1920.2597953378818	806.7057451008318	103.48814986759781	1920.2597953378818	180.51718917322304	4.864735926697966	0.27124790308312013	0.2378436318196939	0.30168620112905475	0.18922226396813172	0.0013541040750674335	0.001354104075067434	-3702.028388901905	0.0	-136.96373525804034
47000	-3834.7587021566906	-140.7733037457824	-3693.985398410908	92.95053043463444	1930.797414770845	670.5417349378099	92.95053043463444	1930.797414770845	96.20916168117127	5.246178725676983	0.2524120244101408	0.2540651802938343	0.2865371956960071	0.20698559960001836	0.0017255261172639488	0.0017255261172639492	-3693.985398410908	0.0	-132.76064172834214
48000	-3838.4408145501293	-147.64790644061426	-3690.792908109515	131.19499857999077	1892.5529466254886	932.6694583342543	131.19499857999077	1892.5529466254886	221.61399512708604	4.813011552191172	0.2533999376308365	0.2478330291013774	0.2999458166362719	0.19882121663151472	0.0012554797328101664	0.0012554797328101668	-3690.792908109515	0.0	-139.1064044871005
49000	-3852.1050229167668	-152.4295470433665	-3699.6754758734	158.04502445093317	1865.7029207545463	1085.3716469794074	158.04502445093317	1865.7029207545463	347.9442953583493	4.049745787288568	0.25933408315484	0.21056010952887821	0.31200079119345653	0.21810501612282585	0.0011105952832470107	0.0011105952832470105	-3699.6754758734	0.0	-143.6399878488689
50000	-3861.0662203413863	-161.50292818151652	-3699.56329215987	264.11483280510055	1759.6331124003789	1794.890669248995	264.11483280510055	1759.6331124003789	323.24085482085195	4.538706167057562	0.25284044040368847	0.21190608846741038	0.32475447328342555	0.21049899784547615	6.149051335790253E-4	6.149051335790253E-4	-3699.56329215987	0.0	-153.31323872234867
51000	-3863.3300386427204	-169.29781972518919	-3694.0322189175313	362.2383495101991	1661.5095956952805	2502.768700187693	362.2383495101991	1661.5095956952805	489.0316125176218	4.603422477330922	0.25196917165840327	0.23647866552509003	0.30904070605034956	0.20251145676615778	4.5374481735304377E-4	4.537448173530437E-4	-3694.0322189175313	0.0	-160.7961192206252
52000	-3873.108140984845	-181.61355142993042	-3691.4945895549145	600.3386138841961	1423.4093313212834	4171.942276394789	600.3386138841961	1423.4093313212834	964.9826424836451	4.825190153144244	0.2529467720924895	0.22916806394246764	0.2953551668722416	0.22252999709280183	2.788857431468843E-4	2.7888574314688435E-4	-3691.4945895549145	0.0	-172.36425662389595
53000	-3852.4379919933413	-161.86220692826126	-3690.57578506508	268.84302049781166	1754.9049247076678	1808.252411210338	268.84302049781166	1754.9049247076678	353.58391897973837	5.690387703791413	0.2453554690578338	0.23220102101700185	0.3005067842584128	0.22193672566675188	6.681307979186058E-4	6.681307979186054E-4	-3690.57578506508	0.0	-153.0935860184536
54000	-3866.4959957093106	-167.51585593540187	-3698.980139773909	318.6323730702965	1705.115572135183	2135.1176593509895	318.6323730702965	1705.115572135183	649.6998971872888	6.3386519042895095	0.24560343794491113	0.2176118056281784	0.3144048524911801	0.22237990393573082	5.136659956996476E-4	5.136659956996478E-4	-3698.980139773909	0.0	-158.0066615932914
55000	-3865.862393409108	-169.74308332497958	-3696.1193100841283	393.5956743235474	1630.152270881932	2587.876797948275	393.5956743235474	1630.152270881932	571.3825159073897	4.811872990796654	0.24353477760765707	0.23662647229663886	0.2981490899693811	0.22168966012632327	4.322335101673076E-4	4.3223351016730756E-4	-3696.1193100841283	0.0	-161.00176642126198
56000	-3862.942044947259	-166.0804545233399	-3696.861590423919	327.80360776452574	1695.9443374409539	2151.7845919620795	327.80360776452574	1695.9443374409539	320.9798662320937	4.522225004176577	0.24202051570097385	0.23673267096731443	0.30031554130516136	0.22093127202655066	5.248450864242187E-4	5.24845086424219E-4	-3696.861590423919	0.0	-158.04905858766259
57000	-3862.730935889472	-164.53719166320087	-3698.1937442262715	284.02200090054936	1739.7259443049302	1943.4382326447578	284.02200090054936	1739.7259443049302	553.1402046415599	4.9753892356295095	0.25693491806113955	0.23862959914979176	0.2755238650358605	0.22891161775320853	5.881946093148107E-4	5.881946093148111E-4	-3698.1937442262715	0.0	-155.47875532682744
58000	-3854.230786778604	-157.46797422371262	-3696.7628125548913	214.0564214904035	1809.691523715076	1435.234958326954	214.0564214904035	1809.691523715076	408.3279706319103	4.934644352692521	0.23928789821365534	0.23912901307072496	0.3095933237211427	0.21198976499447741	7.914688954390322E-4	7.914688954390321E-4	-3696.7628125548913	0.0	-148.57616472725428
59000	-3855.907915567102	-160.6188747376526	-3695.2890408294493	252.93745777468578	1770.8104874307937	1717.4772621238803	252.93745777468578	1770.8104874307937	380.70385147466027	5.0394445514409165	0.22633383137226443	0.2573943144743847	0.2980267776631241	0.2182450764902272	6.561372551972098E-4	6.561372551972098E-4	-3695.2890408294493	0.0	-151.98805907680696
60000	-3858.015452571704	-167.29044788167042	-3690.7250046900335	306.05741013911046	1717.690535066369	2056.404970020532	306.05741013911046	1717.690535066369	299.98747508989055	4.791214307497279	0.2428478611881472	0.26016551793664644	0.2932159161173838	0.203770704757823	5.916869271442852E-4	5.916869271442852E-4	-3690.7250046900335	0.0	-159.09994306594734
61000	-3848.423057249441	-154.35805103572778	-3694.0650062137133	186.38566777312292	1837.3622774323567	1276.1078946542182	186.38566777312292	1837.3622774323567	258.9975283305658	5.320932058123009	0.23471203327899526	0.2590149605703574	0.30483847047738477	0.20143453567326308	8.991733892307762E-4	8.991733892307762E-4	-3694.0650062137133	0.0	-145.8303734654278
62000	-3845.9308845671712	-151.4623990964338	-3694.4684854707375	161.08939028313029	1862.6585549223491	1129.675229454602	161.08939028313029	1862.6585549223491	214.32971533621077	4.4671965596155205	0.2449339881476604	0.23865730590108997	0.30351531920853664	0.21289338674271346	9.80082989572548E-4	9.800829895725478E-4	-3694.4684854707375	0.0	-143.34502311613426
63000	-3841.4926491349665	-150.34477011516853	-3691.147879019798	154.33825670428746	1869.409688501192	1072.8526994876358	154.33825670428746	1869.409688501192	242.74558115140988	4.905332078279419	0.24704780147528593	0.23209087319341795	0.2911603572454117	0.22970096808588492	0.0010840634920523228	0.0010840634920523235	-3691.147879019798	0.0	-141.8164089188338
64000	-3842.8085479686133	-148.5011931824494	-3694.307354786164	133.29893720385823	1890.4490080016212	966.930262915823	133.29893720385823	1890.4490080016212	193.80235096921552	4.264732871615374	0.268449584223918	0.24108078377942865	0.2881111693230638	0.20235846267359003	0.001122246330373569	0.0011222463303735687	-3694.307354786164	0.0	-140.44189646326762
65000	-3848.4870093101304	-150.26106326477736	-3698.225946045353	145.9039858414315	1877.843959364048	1056.1872707143361	145.9039858414315	1877.843959364048	221.8261905374278	5.080565090960539	0.2657676609417361	0.25794623549637247	0.2732102131915459	0.20307589037034607	0.0010357684334231418	0.0010357684334231416	-3698.225946045353	0.0	-141.8789298707916
66000	-3856.6180708938164	-165.11946947597926	-3691.498601417837	265.47723906841173	1758.2707061370677	1921.42184193424	265.47723906841173	1758.2707061370677	298.8998901368313	4.734520760624757	0.267254146521925	0.2537691947637689	0.2765526322898801	0.20242402642442664	5.670646350355664E-4	5.670646350355667E-4	-3691.498601417837	0.0	-157.06433934736881
67000	-3862.587710039537	-167.65342777317133	-3694.9342822663657	309.68262338353486	1714.0653218219445	2260.246514775074	309.68262338353486	1714.0653218219445	514.116920845193	4.910738712222806	0.27043977107588296	0.25875919975796696	0.27205265825062436	0.19874837091552638	4.804066433765315E-4	4.804066433765315E-4	-3694.9342822663657	0.0	-158.95918947560378
68000	-3851.3865340738425	-154.06638073602934	-3697.3201533378133	170.56290951936526	1853.1850356861141	1232.1936034456953	170.56290951936526	1853.1850356861141	220.2500286739082	5.4639460651863905	0.25059066069262403	0.26412650191416315	0.27547312517585576	0.20980971221735775	8.97252343228402E-4	8.972523432284018E-4	-3697.3201533378133	0.0	-145.72660858380607
69000	-3837.8765922201446	-141.98014346865955	-3695.896448751485	106.39458075875652	1917.353364446723	758.0540876400754	106.39458075875652	1917.353364446723	149.3574638843539	5.314385845348942	0.2592231227500729	0.2579671429694587	0.26777951988106086	0.2150302143994084	0.0015302494108863243	0.0015302494108863245	-3695.896448751485	0.0	-133.57495893537177
70000	-3837.8116390417918	-136.53451467793343	-3701.2771243638585	83.5564280898687	1940.1915171156108	590.9171427638995	83.5564280898687	1940.1915171156108	127.38984064337711	5.489119052182368	0.24335486270653353	0.25032811462738813	0.29058152349042954	0.21573549917564952	0.0018989634165930427	0.0018989634165930416	-3701.2771243638585	0.0	-128.06906712377153
71000	-3834.3886402985618	-136.31339312586218	-3698.0752471726996	80.5420288913804	1943.205916314099	563.4476454589706	80.5420288913804	1943.205916314099	97.63780426969717	5.399545898090105	0.23803866265034765	0.23883561107258192	0.3101637542853047	0.21296197199176645	0.0020986028400604684	0.0020986028400604676	-3698.0752471726996	0.0	-128.03307990242067
72000	-3839.523273504475	-144.44503675240787	-3695.0782367520674	111.80573870753476	1911.9422064979447	803.8160936002178	111.80573870753476	1911.9422064979447	169.5979218220773	4.933561919544175	0.24782499836417846	0.24346238354030147	0.28567419586941145	0.22303842222610934	0.0015744323586723067	0.0015744323586723064	-3695.0782367520674	0.0	-135.90667531414846
73000	-3853.8751239857743	-157.97885812034144	-3695.8962658654327	204.9129562609298	1818.8349889445497	1501.6959835761731	204.9129562609298	1818.8349889445497	318.4916289261488	3.9284780102434658	0.2646334400613776	0.2622970147628028	0.2814532602847821	0.19161628489103807	7.295949819716184E-4	7.295949819716182E-4	-3695.8962658654327	0.0	-149.82716839802185
74000	-3854.056603740724	-156.68338741870485	-3697.373216322019	183.79880151396995	1839.9491436915096	1327.6887015830675	183.79880151396995	1839.9491436915096	415.4524791323815	3.83841275431388	0.2690017711476729	0.25146080441720975	0.27355413654550836	0.20598328788960962	8.075479928565722E-4	8.075479928565721E-4	-3697.373216322019	0.0	-148.10884105633173
75000	-3866.8600441821177	-170.0078658078246	-3696.852178374293	285.706991686004	1738.0409535194754	2141.1832826760965	285.706991686004	1738.0409535194754	779.698912572945	4.992591388592816	0.2481559229136288	0.26432073893212293	0.27375127853732356	0.21377205961692533	5.244240194407282E-4	5.244240194407283E-4	-3696.852178374293	0.0	-160.50118767535022
76000	-3853.1361335919637	-158.38294448552756	-3694.7531891064364	209.39855909499477	1814.3493861104848	1509.171081493634	209.39855909499477	1814.3493861104848	274.2881744249625	5.787729902553364	0.22304166715963583	0.2529435996103001	0.2954261259355883	0.22858860729447636	7.450331991369683E-4	7.450331991369683E-4	-3694.7531891064364	0.0	-149.8611272949139
77000	-3854.459518046873	-161.28132702428638	-3693.178191022587	246.5842177980301	1777.1637274074494	1750.3886016551885	246.5842177980301	1777.1637274074494	298.5276313949089	3.9653777785028037	0.23631815747237023	0.2691138519999292	0.2887696864964191	0.2057983040312821	6.382112350595266E-4	6.382112350595266E-4	-3693.178191022587	0.0	-153.32473349457226
78000	-3871.0934441343816	-180.6465089529471	-3690.4469351814346	540.5475862624551	1483.2003589430244	3861.7430202835585	540.5475862624551	1483.2003589430244	614.228772120601	5.319289069668023	0.22929186977725732	0.2618878242598864	0.30427387354013374	0.20454643242272322	2.9847335766677326E-4	2.984733576667733E-4	-3690.4469351814346	0.0	-172.0012207118783
79000	-3870.4795341698873	-177.6028048655747	-3692.8767293043124	479.46063717349404	1544.2873080319855	3424.820478597923	479.46063717349404	1544.2873080319855	908.1510656975408	4.843576267094429	0.22416608287233009	0.23287658554396523	0.3185307861938949	0.2244265453898105	3.305186007738352E-4	3.305186007738352E-4	-3692.8767293043124	0.0	-168.31370734933535
